23/10/2021 13:29 | f3S9jnEnLuaXvRO3Oy6ViVpC0CSBUhKI | [error] | Method: POST | Status: 400 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Error : ENOENT: no such file or directory, open 'D:\public\myUploads\file-1634975987888-947981475'
23/10/2021 14:02 | ugfKx9RzANSb0BgwHzs7hy1EHE6ViQc5 | [error] | Method: POST | Status: 500 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Error : ReferenceError: worker is not defined
23/10/2021 14:02 | 4S7kOUKt5SkuLMUoXracw9pEV3t2C371 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:03 | 872YiNLci2Opxy2EpJaIqSfRbtJ9gw6m | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:04 | aAS5KZjSOE60HiTHOPZx0xqGZXrhIDCW | [error] | Method: POST | Status: 500 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Error : TypeError: Cannot read property 'code' of undefined
23/10/2021 14:06 | Ej1wNVjpKslEWAbMIDMFOyuXJuIidw7w | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:26 | ymFufaDEFAcZUIFZyj5Sg7f4m4ZXqLuP | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:29 | rT56sc05scndf0m8NEjzVDUAB2FDtti1 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:33 | O1eFLsaeFmveO1bfFIlKmIxGa3eFlt7J | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:36 | 0cOiTXTuSzndIiuujT1fTJLl3uOKDuae | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:37 | H57hEvpIBqodeMqVg085Yf8uyAdJKQ9s | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:39 | Ag0bhLnLVNftaxgGwn9vVrpwxrMsUeDT | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:40 | D21HjcXOuslKVFfwXb2M3E4bTq8kG774 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:42 | hWF8bshXxWrFyqeIfvcGfWVcPLnjxF3S | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:44 | KrlkU2F9LB7S991RWJuoRlbPDpRlyYvL | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:45 | K9NlyM63VZrKGLscwzPTU35Uqogxb8d6 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:47 | Vz0bv7RhiBwdpnwF2Uhd88cjojr6qi9U | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:50 | k5VMWadvziCJELm9hs9mpJrUt0mKGClu | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 14:53 | IhbYqPZHNVhMZS7lQdyu0UlkFPuh5jmE | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:10 | 9e3EzQsEYVGTBxsQNuaso3pZqqDzrudY | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:11 | 3IrfBlevRDpE4Vp4zAM6kNm5a0rJalgE | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:12 | cQUrGEIFgyDxFAiwLtQpScOb3u20R5TZ | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:14 | jcForGz7sIpT2rKBtqIqLdEDuFg4igQt | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:14 | eeCDNLQuT61dTbNvaVMPM1qxEXrxzjor | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:15 | O3yxFVGLtyYRsB1SIzoi7Ksxg7ud6gY5 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:15 | oPmwJ0IN0YOxPDLTuGAxmCU4kRMUWTzD | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:17 | l41hArcrtH0nLXAFnbr9Js0Ks0RyybTm | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:18 | u0VDNwmscuM2udgDPYOykK4iNj7XTGAU | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:22 | Vfg5CuZJreE5PDBfXy9Qb7vMZwuDMXeZ | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:25 | 4JOGMQl3LJLQhdqiMyw4mBnh7CPXuFkJ | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:26 | LIZvw8KwQrUSTshEyjZ9uyGkS1jhPsbn | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:28 | tIiSTtR2HJ1QtyZXBcgG2JYXvaR8vVmt | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:32 | J3ixRsnfqMVKW7NAiKCTRBey8aJmmPsS | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:33 | 7QFMTWXxHLbdTR2UG8rsR0bOtednnxjr | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:35 | h9PCpTgNOCTc3rABNb5C5xOrXvJNl5IF | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:35 | 2xIyCFt6tfrJ3SXLWey7IkYffkFM4qgR | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:40 | tLKbqhjcc8thkq3wQlysoOW37myBjyly | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:44 | TL7uhZ5ufZCbAXom1YEuBrR4xUhust5Z | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  null
23/10/2021 15:48 | fjta8vTB3J7i28e9lfQ8bvjUabLyc31q | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  {"fileName":{"$__":{"strictMode":true,"selected":{},"getters":{},"_id":{"_bsontype":"ObjectID","id":{"0":97,"1":115,"2":187,"3":18,"4":15,"5":5,"6":125,"7":35,"8":248,"9":169,"10":138,"11":67}},"wasPopulated":false,"activePaths":{"paths":{"status":"init","userType":"init","gender":"init","email":"init","zipCode":"init","state":"init","address":"init","phoneNumber":"init","dob":"init","firstName":"init","_id":"init","createdAt":"init","updatedAt":"init","__v":"init"},"states":{"ignore":{},"default":{},"init":{"_id":true,"firstName":true,"dob":true,"phoneNumber":true,"address":true,"state":true,"zipCode":true,"email":true,"gender":true,"userType":true,"status":true,"createdAt":true,"updatedAt":true,"__v":true},"modify":{},"require":{}},"stateNames":["require","modify","init","default","ignore"]},"pathsToScopes":{},"cachedRequired":{},"session":null,"$setCalled":{},"emitter":{"_events":{},"_eventsCount":0,"_maxListeners":0},"$options":{"skipId":true,"isNew":false,"willInit":true,"defaults":true}},"isNew":false,"$locals":{},"$op":null,"_doc":{"status":true,"_id":{"_bsontype":"ObjectID","id":{"0":97,"1":115,"2":187,"3":18,"4":15,"5":5,"6":125,"7":35,"8":248,"9":169,"10":138,"11":67}},"firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","createdAt":"2021-10-23T07:34:42.293Z","updatedAt":"2021-10-23T07:34:42.293Z","__v":0},"$init":true},"status":"Done"}
23/10/2021 15:49 | qVJKxYCur6pCsI7xtOYwfersyc4NNmob | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  {"fileName":{"$__":{"strictMode":true,"selected":{},"getters":{},"_id":{"_bsontype":"ObjectID","id":{"0":97,"1":115,"2":187,"3":18,"4":15,"5":5,"6":125,"7":35,"8":248,"9":169,"10":138,"11":67}},"wasPopulated":false,"activePaths":{"paths":{"status":"init","userType":"init","gender":"init","email":"init","zipCode":"init","state":"init","address":"init","phoneNumber":"init","dob":"init","firstName":"init","_id":"init","createdAt":"init","updatedAt":"init","__v":"init"},"states":{"ignore":{},"default":{},"init":{"_id":true,"firstName":true,"dob":true,"phoneNumber":true,"address":true,"state":true,"zipCode":true,"email":true,"gender":true,"userType":true,"status":true,"createdAt":true,"updatedAt":true,"__v":true},"modify":{},"require":{}},"stateNames":["require","modify","init","default","ignore"]},"pathsToScopes":{},"cachedRequired":{},"session":null,"$setCalled":{},"emitter":{"_events":{},"_eventsCount":0,"_maxListeners":0},"$options":{"skipId":true,"isNew":false,"willInit":true,"defaults":true}},"isNew":false,"$locals":{},"$op":null,"_doc":{"status":true,"_id":{"_bsontype":"ObjectID","id":{"0":97,"1":115,"2":187,"3":18,"4":15,"5":5,"6":125,"7":35,"8":248,"9":169,"10":138,"11":67}},"firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","createdAt":"2021-10-23T07:34:42.293Z","updatedAt":"2021-10-23T07:34:42.293Z","__v":0},"$init":true},"status":"Done"}
23/10/2021 16:43 | L1N5qjYs0NWrz1YJ0y7iWsqABZYViB36 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  {"fileName":[{"_id":"6173bb120f057d23f8a98a43","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:34:42.293Z","updatedAt":"2021-10-23T07:34:42.293Z","__v":0},{"_id":"6173bb7560c85948cc4141a0","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:36:21.746Z","updatedAt":"2021-10-23T07:36:21.746Z","__v":0},{"_id":"6173bb973892167ed006e7ec","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:36:55.305Z","updatedAt":"2021-10-23T07:36:55.305Z","__v":0},{"_id":"6173bbc90b90c232c6e7a4d3","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:37:45.936Z","updatedAt":"2021-10-23T07:37:45.936Z","__v":0},{"_id":"6173bbdee85474c78c933222","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:38:06.183Z","updatedAt":"2021-10-23T07:38:06.183Z","__v":0},{"_id":"6173bbffe55df8eaf206cb8f","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:38:39.420Z","updatedAt":"2021-10-23T07:38:39.420Z","__v":0},{"_id":"6173bc5109dea7cb58ee0bda","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:40:01.223Z","updatedAt":"2021-10-23T07:40:01.223Z","__v":0},{"_id":"6173bc60e18ad563a46a3c80","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:40:16.753Z","updatedAt":"2021-10-23T07:40:16.753Z","__v":0},{"_id":"6173bcbe3bbcefb9707ceb17","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:41:50.864Z","updatedAt":"2021-10-23T07:41:50.864Z","__v":0},{"_id":"6173bde2d9c09a69484311af","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:46:42.880Z","updatedAt":"2021-10-23T07:46:42.880Z","__v":0},{"_id":"6173be0c4ce08d856a368edf","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:47:24.504Z","updatedAt":"2021-10-23T07:47:24.504Z","__v":0},{"_id":"6173be31baab2db72846a6e8","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:48:01.425Z","updatedAt":"2021-10-23T07:48:01.425Z","__v":0},{"_id":"6173be5e98f035e5b67371b1","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:48:46.555Z","updatedAt":"2021-10-23T07:48:46.555Z","__v":0},{"_id":"6173c018018ad3b60f3639bd","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:56:08.814Z","updatedAt":"2021-10-23T07:56:08.814Z","__v":0},{"_id":"6173c0c35f63ed20b4f36cb3","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:58:59.375Z","updatedAt":"2021-10-23T07:58:59.375Z","__v":0},{"_id":"6173c0efaa58ee3e64aa9faa","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T07:59:43.089Z","updatedAt":"2021-10-23T07:59:43.089Z","__v":0},{"_id":"6173c144f93bfa4b48cd7d42","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T08:01:08.835Z","updatedAt":"2021-10-23T08:01:08.835Z","__v":0},{"_id":"6173c15b1ce928ddb2374b60","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T08:01:31.393Z","updatedAt":"2021-10-23T08:01:31.393Z","__v":0},{"_id":"6173c6f43c4b2ba41c354f99","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T08:25:24.396Z","updatedAt":"2021-10-23T08:25:24.396Z","__v":0},{"_id":"6173c72257c0410b55b42db2","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T08:26:10.470Z","updatedAt":"2021-10-23T08:26:10.470Z","__v":0},{"_id":"6173c8a25dfe00e6dfb9d54b","firstName":"Kumaran","dob":"2014-11-19T18:30:00.000Z","phoneNumber":9944173313,"address":"No 39, rasas","state":"TamilNadu","zipCode":"623123","email":"sadasdasd@gmail.com","gender":"male","userType":"active","status":true,"createdAt":"2021-10-23T08:32:34.966Z","updatedAt":"2021-10-23T08:32:34.966Z","__v":0}],"status":"Done"}
23/10/2021 17:08 | LNgjiMff4k2AnzGo62OfDmpYVwVEO7Qx | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3000/insuredMine/v1/api/excelMigrate | Request Body : {} | Response :  {"fileName":{"data":"asdsad"},"status":"Done"}
